ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Abundancia (ind/m3),Biomasa                       (mg C/m3),Peso             (g),Talla (mm),Nombre común,Hábitat,Dominio,Referencia,Enlace
434,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus_dominicanus,,,,,"Gaviota Cocinera, Kelp Gull",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
435,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna_hirundinacea,,,,,"gaviotín sudamericano, SOUTHAMERICAN TERN",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
436,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius_antarcticus,,,,,"Escúa Parda, Brown Skua",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
437,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius_chilensis,,,,,"Escúa Común, Chilean Skua",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
438,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea_epomophora,,,,,Albatros real,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
439,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea_exulans,,,,,Albatros errante,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
440,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea_sanfordi,,,,,Albatros real del norte,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
441,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria_fusca,,,,,Albatros oscuro,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
442,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria_palpebrata,,,,,Akbatros manto claro,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
443,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_Bulleri,,,,,,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
444,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_chlororhynchos,,,,,Albatros de nariz amarilla,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
445,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_chrysostoma,,,,,Albatros de cabeza gris,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
446,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_melanophris,,,,,Albatros de ceja negra,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
447,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche_salvini,,,,,Albatros de Salvin,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
448,Chordata,Aves,Procellariiformes,Hydrobatidae,Fregetta,Fregetta_tropica,,,,,"Paíño Vientre Negro, Black-bellied Storm-Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
449,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanites,Oceanites_gracilis,,,,,"Paíño de Elliot, Elliot's Storm-Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
450,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanites,Oceanites_oceanicus,,,,,"Paíño Común., Wilson's Storm-Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
451,Chordata,Aves,Procellariiformes,Pelecanoididae,Pelecanoides,Pelecanoides_urinatrix,,,,,"Yunco Común, Common Diving-Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
452,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna_creatopus,,,,,"Pardela Patas Rosas, Pink-footed Shearwater",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
453,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna_gravis,,,,,"Pardela Cabeza Negra, Great Shearwater",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
454,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna_grisea,,,,,"Pardela Oscura, Sooty Shearwater",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
455,Chordata,Aves,Procellariiformes,Procellariidae,Daption,Daption_capense,,,,,"Petrel damero, Pintado Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
456,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus_glacialoides,,,,,"Petrel Plateado, Southern Fulmar",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
457,Chordata,Aves,Procellariiformes,Procellariidae,Halobaena,Halobaena_caerulea,,,,,"Petrel Azulado, Blue Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
458,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes_giganteus,,,,,"Petrel Gigante Común, Southern Giant Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
459,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes_halli,,,,,"Petrel Gigante Oscuro, Hall's Giant-Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
460,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila_belcheri,,,,,"Prion Pico Fino, Slender-billed Prion",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
461,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila_desolata,,,,,"Prion Pico Grande, Antartic Prion",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
462,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria_aequinoctialis,,,,,"Petrel Barba Blanca, White-chinned Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
463,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria_cinerea,,,,,"Petrel Ceniciento - petrel gris, Grey Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
464,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria_westlandica,,,,,"Petrel Negro, Westland Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
465,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma_incerta,,,,,"Petrel Cabeza Parda, Atlantic Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
466,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma_mollis,,,,,"Petrel Collar Gris, Soft-Plumaged Petrel",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
467,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes_patagonicus,,,,,"Pingüino Rey, King Penguin",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
468,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes_chrysocome,,,,,"Pingüino Penacho Amarillo, Rockhopper Penguin",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
469,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus_magellanicus,,,,,"Pingüino Patagónico, Magellanic Penguin",Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
470,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus_schmitti,,,,,,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
471,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Dipturus_chilensis,,,,,,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
472,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus_acanthias,,,,,,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
473,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_gazella,,,,,lobo marino antártico,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
474,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus_tropicalis,,,,,Lobo fino subantártico,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
475,Chordata,Mammalia,Carnivora,Otariidae,Arctophoca,Arctophoca_australis,,,,,Lobo de dos pelos,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
476,Chordata,Mammalia,Carnivora,Otariidae,Otaria,Otaria_flavescens,,,,,Lobo de un pelo,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
477,Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga_leptonyx,,,,,Foca leopardo,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
478,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon_carcinophaga,,,,,Foca cangrejera,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
479,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga_leonina,,,,,Elefante marino,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
480,Chordata,Mammalia,Cetacea,Balaenidae,Balaenoptera,Balaenoptera_borealis,,,,,Rorcual mediano,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
481,Chordata,Mammalia,Cetacea,Balaenidae,Balaenoptera,Balaenoptera_musculus,,,,,Rorcual azul,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
482,Chordata,Mammalia,Cetacea,Balaenidae,Balaenoptera,Balaenoptera_physalus,,,,,Rorcual común,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
483,Chordata,Mammalia,Cetacea,Balaenidae,Megaptera,Megaptera_novaeangliae,,,,,"ballena yubarta, jorobada",,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
484,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,Globicephala_melas_edwardii,,,,,Calderón común,Pelágico,"CCH, CB","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
485,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus_cruciger,,,,,delfín cruzado,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
486,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,,,,,Delfín oscuro,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
487,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,Phocoena_dioptrica,,,,,marsopa bicolor,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
488,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,Phocoena_spinipinnis,,,,,Marsopa espinosa,,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
489,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,Physeter_macrocephalus,,,,,Cachalote,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
490,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes,Eudyptes_chrysocome,,,,,Pinguino penacho amarillo,Pelágico,CCA,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
500,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes,Eudyptes_chrysocome,,,,,Pinguino penacho amarillo,Pelágico,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
501,Chordata,Aves,Sphenisciformes,Spheniscidae ,Eudyptes,Eudyptes_filholi,,,,,,Pelágico,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
502,Chordata,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus_australis,,,,,Carancho austral,Pelágico,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
,Chordata,Elasmobranchii ,Lamniformes,Lamnidae ,Lamna,Lamna_nasus,,,,,Tiburon sardinero,Pelágico,,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
